dataset,indicator,island,atoll_official,atoll_local_names,sort1,value,sort_order,administration,population,min,max,normalized_value,duplicate
Population,Elderly Population  (65+ yrs)%,Huraa,Kaafu Atoll,Kaafu Atoll,10,5.0538525269262635,10,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04147000287329268,FALSE
Population,Elderly Population  (65+ yrs)%,Kaashidhoo,Kaafu Atoll,Kaafu Atoll,10,4.746317512274959,10,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04035728366498413,FALSE
Population,Elderly Population  (65+ yrs)%,Maafushi,Kaafu Atoll,Kaafu Atoll,10,2.128325508607199,10,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.030884898892855762,FALSE
Population,Elderly Population  (65+ yrs)%,Thulusdhoo,Kaafu Atoll,Kaafu Atoll,10,4.966329966329966,10,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04115332987771111,FALSE
Population,Elderly Population  (65+ yrs)%,Bodufolhudhoo,Alif Uthuru Buri,Alif Alif (AA),9,4.594180704441041,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.03980682423661793,FALSE
Population,Elderly Population  (65+ yrs)%,Feridhoo,Alif Uthuru Buri,Alif Alif (AA),9,7.520325203252034,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05039416237697612,FALSE
Population,Elderly Population  (65+ yrs)%,Himendhoo,Alif Uthuru Buri,Alif Alif (AA),9,3.3156498673740056,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.03518086051527601,FALSE
Population,Elderly Population  (65+ yrs)%,Maalhoss,Alif Uthuru Buri,Alif Alif (AA),9,7.6923076923076925,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05101642719219376,FALSE
Population,Elderly Population  (65+ yrs)%,Mathiveri,Alif Uthuru Buri,Alif Alif (AA),9,5.0761421319796955,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04155065083371008,FALSE
Population,Elderly Population  (65+ yrs)%,Rasdhoo,Alif Uthuru Buri,Alif Alif (AA),9,5.565862708719852,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.043322551483984215,FALSE
Population,Elderly Population  (65+ yrs)%,Thoddoo,Alif Uthuru Buri,Alif Alif (AA),9,5.101373446697187,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04164194244994723,FALSE
Population,Elderly Population  (65+ yrs)%,Ukulhas,Alif Uthuru Buri,Alif Alif (AA),9,3.133903133903134,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.03452326683733442,FALSE
Population,Elderly Population  (65+ yrs)%,Dhangethi,Alif Dhekunu Buri,Alif Dhaal (ADh),9,5.2924791086350975,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.042333398481696774,FALSE
Population,Elderly Population  (65+ yrs)%,Dhidhdhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,7.2727272727272725,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04949830675043966,FALSE
Population,Elderly Population  (65+ yrs)%,Dhigurah,Alif Dhekunu Buri,Alif Dhaal (ADh),9,6.5055762081784385,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04672261070111107,FALSE
Population,Elderly Population  (65+ yrs)%,Fenfushi,Alif Dhekunu Buri,Alif Dhaal (ADh),9,6.288532675709001,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.045937306602025905,FALSE
Population,Elderly Population  (65+ yrs)%,Hanghghaameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,8.47457627118644,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05384682123614207,FALSE
Population,Elderly Population  (65+ yrs)%,Kunburudhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,7.276507276507277,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04951198351117619,FALSE
Population,Elderly Population  (65+ yrs)%,Maamigili,Alif Dhekunu Buri,Alif Dhaal (ADh),9,5.905340859748154,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.044550846934759344,FALSE
Population,Elderly Population  (65+ yrs)%,Mahibadhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,5.192878338278932,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.041973024263940485,FALSE
Population,Elderly Population  (65+ yrs)%,Mandhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,7.3426573426573425,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04975132682406534,FALSE
Population,Elderly Population  (65+ yrs)%,Omadhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),9,5.128205128205128,9,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.041739024492585375,FALSE
Population,Elderly Population  (65+ yrs)%,Felidhoo,Vaavu Atoll,Vaavu (V),11,6.163021868787276,11,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04548318502542931,FALSE
Population,Elderly Population  (65+ yrs)%,Fulidhoo,Vaavu Atoll,Vaavu (V),11,6.802721088435375,11,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04779773645967656,FALSE
Population,Elderly Population  (65+ yrs)%,Keyodhoo,Vaavu Atoll,Vaavu (V),11,8.076923076923077,11,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05240803759713501,FALSE
Population,Elderly Population  (65+ yrs)%,Rakeedhoo,Vaavu Atoll,Vaavu (V),11,16.129032258064516,11,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.08154207478445358,FALSE
Population,Elderly Population  (65+ yrs)%,Thinadhoo,Vaavu Atoll,Vaavu (V),11,9.45945945945946,11,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05741031283651845,FALSE
Population,Elderly Population  (65+ yrs)%,Dhiggaru,Meemu Atoll,Meemu (M),15,9.146341463414634,15,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05627739335721558,FALSE
Population,Elderly Population  (65+ yrs)%,Kolhufushi,Meemu Atoll,Meemu (M),15,6.41025641025641,15,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.046377725842389556,FALSE
Population,Elderly Population  (65+ yrs)%,Maduvvari,Meemu Atoll,Meemu (M),15,8.108108108108109,15,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05252087087321133,FALSE
Population,Elderly Population  (65+ yrs)%,Mulah,Meemu Atoll,Meemu (M),15,6.656346749226007,15,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.047268126720680155,FALSE
Population,Elderly Population  (65+ yrs)%,Muli,Meemu Atoll,Meemu (M),15,7.022106631989597,15,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04859151439294631,FALSE
Population,Elderly Population  (65+ yrs)%,Naalaafushi,Meemu Atoll,Meemu (M),15,8.762886597938143,15,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05488998192759725,FALSE
Population,Elderly Population  (65+ yrs)%,Raimandhoo,Meemu Atoll,Meemu (M),15,11.475409836065573,15,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.06470439838833726,FALSE
Population,Elderly Population  (65+ yrs)%,Veyvah,Meemu Atoll,Meemu (M),15,3.404255319148936,15,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.03550145161369974,FALSE
Population,Elderly Population  (65+ yrs)%,Biledhdhoo,Faafu Atoll,Faafu (F),14,4.853273137697517,14,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04074426912411721,FALSE
Population,Elderly Population  (65+ yrs)%,Dharaboodhoo,Faafu Atoll,Faafu (F),14,4.071246819338422,14,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.03791475162404452,FALSE
Population,Elderly Population  (65+ yrs)%,Feeali,Faafu Atoll,Faafu (F),14,5.328798185941043,14,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.042464807696976505,FALSE
Population,Elderly Population  (65+ yrs)%,Magoodhoo,Faafu Atoll,Faafu (F),14,5.092592592592593,14,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04161017167731303,FALSE
Population,Elderly Population  (65+ yrs)%,Nilandhoo,Faafu Atoll,Faafu (F),14,5.154639175257731,14,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04183466781938546,FALSE
Population,Elderly Population  (65+ yrs)%,Badidhoo,Dhaal Atoll,Dhaalu (Dh),13,5.037313432835821,13,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.041410161337188806,FALSE
Population,Elderly Population  (65+ yrs)%,Hulhudheli,Dhaal Atoll,Dhaalu (Dh),13,5.401459854014599,13,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04272771120363853,FALSE
Population,Elderly Population  (65+ yrs)%,Kudahuvadhoo,Dhaal Atoll,Dhaalu (Dh),13,5.211848518935133,13,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.042041661925980925,FALSE
Population,Elderly Population  (65+ yrs)%,Maaeboodhoo,Dhaal Atoll,Dhaalu (Dh),13,7.6923076923076925,13,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05101642719219376,FALSE
Population,Elderly Population  (65+ yrs)%,Meedhoo,Dhaal Atoll,Dhaalu (Dh),13,3.7339556592765457,13,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0366943691156688,FALSE
Population,Elderly Population  (65+ yrs)%,Ribudhoo,Dhaal Atoll,Dhaalu (Dh),13,6.115107913669065,13,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04530982337336989,FALSE
Population,Elderly Population  (65+ yrs)%,Buruni,Thaa Atoll,Thaa (Th),16,4.49438202247191,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.039445733937626,FALSE
Population,Elderly Population  (65+ yrs)%,Dhiyamigili,Thaa Atoll,Thaa (Th),16,5.245901639344262,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04216487248535428,FALSE
Population,Elderly Population  (65+ yrs)%,Gaadhiffushi,Thaa Atoll,Thaa (Th),16,8.679245283018867,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.054587352004873205,FALSE
Population,Elderly Population  (65+ yrs)%,Guraidhoo,Thaa Atoll,Thaa (Th),16,8.235294117647058,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05298105364622847,FALSE
Population,Elderly Population  (65+ yrs)%,Hirilandhoo,Thaa Atoll,Thaa (Th),16,4.718875502008032,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.040257993338732236,FALSE
Population,Elderly Population  (65+ yrs)%,Kadoodhoo,Thaa Atoll,Thaa (Th),16,5.483028720626632,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04302284262072961,FALSE
Population,Elderly Population  (65+ yrs)%,Kibidhoo,Thaa Atoll,Thaa (Th),16,7.941176470588235,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05191688098362633,FALSE
Population,Elderly Population  (65+ yrs)%,Madifushi,Thaa Atoll,Thaa (Th),16,3.594351732991014,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.03618925599705585,FALSE
Population,Elderly Population  (65+ yrs)%,Omadhoo,Thaa Atoll,Thaa (Th),16,8.527131782945736,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.054036976908345316,FALSE
Population,Elderly Population  (65+ yrs)%,Thimarafushi,Thaa Atoll,Thaa (Th),16,8.14176245210728,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.052642638584941205,FALSE
Population,Elderly Population  (65+ yrs)%,Vandhoo,Thaa Atoll,Thaa (Th),16,7.443365695792881,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05011570848349391,FALSE
Population,Elderly Population  (65+ yrs)%,Veymandoo,Thaa Atoll,Thaa (Th),16,4.138513513513513,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.038158135105996666,FALSE
Population,Elderly Population  (65+ yrs)%,Vilufushi,Thaa Atoll,Thaa (Th),16,8.808290155440414,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05505426049150517,FALSE
Population,Elderly Population  (65+ yrs)%,Dhabidhoo,Laamu Atoll,Laamu (L),17,7.231040564373897,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04934747644199966,FALSE
Population,Elderly Population  (65+ yrs)%,Fonadhoo,Laamu Atoll,Laamu (L),17,6.7202337472607745,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04749928182981483,FALSE
Population,Elderly Population  (65+ yrs)%,Gamu,Laamu Atoll,Laamu (L),17,5.731327800829876,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04392123513795487,FALSE
Population,Elderly Population  (65+ yrs)%,Hithadhoo,Seenu Atoll,Addu (S),21,5.338417540514776,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04249961232115193,TRUE
Population,Elderly Population  (65+ yrs)%,Isdhoo,Laamu Atoll,Laamu (L),17,5.477855477855478,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0430041248607138,FALSE
Population,Elderly Population  (65+ yrs)%,Kalhaidhoo,Laamu Atoll,Laamu (L),17,5.772495755517826,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.044070188498599026,FALSE
Population,Elderly Population  (65+ yrs)%,Kunahandhoo,Laamu Atoll,Laamu (L),17,7.74526678141136,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05120804308271923,FALSE
Population,Elderly Population  (65+ yrs)%,Maabaidhoo,Laamu Atoll,Laamu (L),17,7.474747474747474,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05022925362980274,FALSE
Population,Elderly Population  (65+ yrs)%,Maamendhoo,Laamu Atoll,Laamu (L),17,6.353240152477764,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04617143035669306,FALSE
Population,Elderly Population  (65+ yrs)%,Maavah,Laamu Atoll,Laamu (L),17,6.554878048780488,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04690099398245894,FALSE
Population,Elderly Population  (65+ yrs)%,Mundhoo,Laamu Atoll,Laamu (L),17,3.571428571428571,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.036106315710680285,FALSE
Population,Elderly Population  (65+ yrs)%,Dhaandhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,9.451575262543757,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05738178633731596,FALSE
Population,Elderly Population  (65+ yrs)%,Dhevvadhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,11.702127659574469,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.06552470588200686,FALSE
Population,Elderly Population  (65+ yrs)%,Gemanafushi,Gaaf Alif Atoll,Gaafu Alif (GA),18,6.61641541038526,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.047123647667483705,FALSE
Population,Elderly Population  (65+ yrs)%,Kanduhulhudhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,6.954887218045112,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04834830197971239,FALSE
Population,Elderly Population  (65+ yrs)%,Kodey,Gaaf Alif Atoll,Gaafu Alif (GA),18,9.420289855072465,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.057268589881060275,FALSE
Population,Elderly Population  (65+ yrs)%,Kolamaafushi,Gaaf Alif Atoll,Gaafu Alif (GA),18,11.494252873563218,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.06477257602264755,FALSE
Population,Elderly Population  (65+ yrs)%,Maamendhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,7.522935779816514,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05040360793130219,FALSE
Population,Elderly Population  (65+ yrs)%,Nilandhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,7.535641547861507,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05044957977673907,FALSE
Population,Elderly Population  (65+ yrs)%,Viligili,Gaaf Alif Atoll,Gaafu Alif (GA),18,7.904050334250885,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0517825516778083,FALSE
Population,Elderly Population  (65+ yrs)%,Fares,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,11.286089238845145,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.064019401054637,FALSE
Population,Elderly Population  (65+ yrs)%,Fiyoari,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,12.5,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.06841155725395946,FALSE
Population,Elderly Population  (65+ yrs)%,Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,11.191047162270182,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.06367552104369775,FALSE
Population,Elderly Population  (65+ yrs)%,Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,9.113924050632912,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05616010109400195,FALSE
Population,Elderly Population  (65+ yrs)%,Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,10.74235807860262,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.06205208001041788,FALSE
Population,Elderly Population  (65+ yrs)%,Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,10.14760147601476,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05990013937133905,FALSE
Population,Elderly Population  (65+ yrs)%,Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,18.852459016393443,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0913959422208171,FALSE
Population,Elderly Population  (65+ yrs)%,Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,5.9973924380704045,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04488390676363907,FALSE
Population,Elderly Population  (65+ yrs)%,Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,11.01123595505618,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0630249304617992,FALSE
Population,Elderly Population  (65+ yrs)%,Foammulah,Gnaviyani Atoll,Gnaviyani (Gn),20,8.8276210952320735,20,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05512420344757872,FALSE
Population,Elderly Population  (65+ yrs)%,Feydhoo,Seenu Atoll,Addu (S),21,9.846254497873733,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.058809809636614536,FALSE
Population,Elderly Population  (65+ yrs)%,Hithadhoo,Seenu Atoll,Addu (S),21,8.082265920981419,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05242736900633228,TRUE
Population,Elderly Population  (65+ yrs)%,Hulhudhoo,Seenu Atoll,Addu (S),21,14.214214214214213,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.07461390492963609,FALSE
Population,Elderly Population  (65+ yrs)%,Maradhoo,Seenu Atoll,Addu (S),21,8.506787330316742,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05396336687324582,FALSE
